area,dificuldade,enunciado,fonte,correta,incorretas,explicacao
TI,3,Servidores na União Europeia: a transferência conta com qual mecanismo do Art. 33?,"Art. 33, I; Res. CD/ANPD nº 32/2026",Decisão de adequação da ANPD (Res. 32/2026),Nenhum; é proibido | Autorização do titular apenas | Cláusulas do fornecedor,"Decisão de adequação: a ANPD reconheceu a União Europeia e o EEE (Islândia, Liechtenstein e Noruega) como adequados (Res. nº 32/2026), com reavaliação em quatro anos."
TI,3,Um site no exterior que coleta dados diretamente de usuários no Brasil realiza 'transferência internacional'?,"Res. CD/ANPD nº 19/2024, arts. 6º e 8º","Não, é coleta internacional; a LGPD ainda se aplica","Sim, sempre | Sim, e exige cláusulas-padrão | Não, e a LGPD não se aplica",Não: a coleta internacional de dados não caracteriza transferência internacional (art. 6º) — mas a LGPD se aplica ao tratamento (Art. 3º).
TI,2,"Eliminação de dados em mídias físicas descartadas, segundo a ANPD:","Guia Segurança (ANPD, 2021)",Formatação/destruição física; terceiros com registro da destruição,Jogar no lixo comum | Doar com os dados | Guardar para sempre,"Formatação ou destruição física; se o descarte for por terceiros, contrato com cláusulas de registro da destruição."
TI,1,"Compartilhar logins e senhas entre colegas é, para o Guia de Segurança da ANPD:","Guia Segurança (ANPD, 2021)",Prática a evitar,Recomendado para agilidade | Obrigatório em férias | Indiferente,"Prática a evitar: não compartilhar contas nem credenciais, para preservar autenticação, autorização e auditoria."
TI,3,A ANPD determinou 'ampla divulgação' de um incidente em meios de comunicação. Isso é a sanção de 'publicização'?,"Res. CD/ANPD nº 15/2024, art. 19, § 6º, e art. 22","Não: é providência de salvaguarda, não sanção","Sim, é a mesma coisa | Sim, e cumulativa com multa | É uma multa diária",Não: a ampla divulgação é providência para salvaguardar titulares e não se confunde com a sanção de publicização da infração; as providências do art. 19 não constituem sanções.
ATENDIMENTO,2,"Alguém liga pedindo 'todos os dados' de um cliente. Antes de responder, o atendimento deve considerar que:","Art. 18, § 3º; Art. 46",Só o titular ou representante legal pode pedir; confirmar a identidade,Deve entregar imediatamente a qualquer pessoa | Deve negar sempre | Deve cobrar uma taxa,"Os direitos são exercidos por requerimento expresso do titular ou de representante legalmente constituído (Art. 18, § 3º), e a empresa deve proteger os dados de acesso não autorizado (Art. 46) — logo, confirma-se quem está pedindo."
ATENDIMENTO,1,A consulta do titular sobre a forma e a duração do tratamento e sobre a integralidade dos seus dados deve ser:,"Art. 6º, IV; Art. 18, § 5º",Facilitada e gratuita,Paga e burocrática | Negada | Somente presencial,"Facilitada e gratuita (princípio do livre acesso, Art. 6º, IV); os requerimentos são atendidos sem custos (Art. 18, § 5º)."
ATENDIMENTO,1,"Registrar cada pedido do titular, com data e resposta, atende ao princípio da:","Art. 6º, X",Responsabilização e prestação de contas,Publicidade | Gratuidade | Reciprocidade,"Responsabilização e prestação de contas: demonstrar a adoção de medidas eficazes e comprovar o cumprimento das normas (Art. 6º, X)."
ATENDIMENTO,2,"Um parente pede os dados de outra pessoa, 'porque mora na mesma casa'. O atendimento deve:","Art. 18, § 3º",Recusar: só o titular ou representante legal pode requerer,Entregar por gentileza | Entregar após pagamento | Enviar por e-mail ao parente,"Não entregar: o requerimento é do titular ou de representante legalmente constituído (Art. 18, § 3º)."
ATENDIMENTO,1,O cliente pergunta se a empresa trata dados dele. Esse é o direito de:,"Art. 18, I",Confirmação da existência de tratamento,Portabilidade | Anonimização | Revogação,"Confirmação da existência de tratamento (Art. 18, I) — em formato simplificado, imediatamente (Art. 19, I)."
ATENDIMENTO,2,Prazos do Art. 19 para confirmação de existência de tratamento e acesso aos dados:,"Art. 19, I e II",Simplificado: imediato; declaração completa: até 15 dias,30 dias em qualquer caso | 72 horas | Não há prazo,"Formato simplificado: imediatamente; declaração clara e completa (origem, critérios, finalidade): até 15 dias do requerimento."
ATENDIMENTO,1,O cliente informa que seu endereço no cadastro está errado. Ele exerce o direito de:,"Art. 18, III",Correção,Portabilidade | Bloqueio | Revogação,"Correção de dados incompletos, inexatos ou desatualizados (Art. 18, III)."
ATENDIMENTO,2,O cliente pede a eliminação dos dados que forneceu com consentimento. A empresa:,"Art. 18, VI; Art. 16","Elimina, salvo hipótese legal de conservação (Art. 16)",Recusa sempre | Cobra uma taxa | Só elimina após 5 anos,"Deve eliminar (Art. 18, VI), exceto nas hipóteses de conservação do Art. 16 — por exemplo, obrigação legal."
ATENDIMENTO,2,"Dados desnecessários, excessivos ou tratados em desconformidade com a lei dão ao titular o direito de pedir:","Art. 18, IV","Anonimização, bloqueio ou eliminação",Indenização automática | Cópia impressa apenas | Nada,"Anonimização, bloqueio ou eliminação desses dados (Art. 18, IV)."
ATENDIMENTO,2,"Ao pedir consentimento, o atendimento deve informar ao titular:","Art. 18, VIII",Que pode recusar e quais as consequências,Que é obrigatório consentir | Que a recusa cancela a conta | Nada além do pedido,"A possibilidade de não fornecer o consentimento e as consequências da negativa (Art. 18, VIII)."
ATENDIMENTO,3,"A empresa recebe um pedido, mas não é ela quem trata os dados daquela pessoa. Ela deve:","Art. 18, § 4º, I","Responder que não é agente de tratamento e indicar quem é, se possível",Ignorar | Inventar uma resposta | Encaminhar à polícia,"Comunicar que não é agente de tratamento dos dados e indicar, sempre que possível, o agente (Art. 18, § 4º, I)."
ATENDIMENTO,2,As informações e dados pedidos pelo titular podem ser fornecidos:,"Art. 19, § 2º","Por meio eletrônico seguro ou impresso, a critério do titular",Só por carta | Só presencialmente | Só por telefone,"A critério do titular: por meio eletrônico seguro e idôneo, ou sob forma impressa (Art. 19, § 2º)."
ATENDIMENTO,3,"Se a empresa não resolver a reclamação, o titular pode peticionar:","Art. 18, §§ 1º e 8º; Art. 55-J, V",À ANPD e aos organismos de defesa do consumidor,Só ao Judiciário | A ninguém | Só à polícia,Perante a ANPD (que aprecia petições após reclamação ao controlador não solucionada no prazo regulamentar) e também perante os organismos de defesa do consumidor.
ATENDIMENTO,2,"Gravar as ligações do SAC exige, em primeiro lugar:","Art. 6º, I e VI; Art. 9º",Informar o titular sobre a gravação e sua finalidade,"Nada, gravação é livre | Autorização da ANPD | Consentimento por escrito de todos os atendentes","Transparência e finalidade informada: o titular tem direito a informações claras sobre o tratamento, sua finalidade e duração (Art. 9º; Art. 6º, I e VI)."
ATENDIMENTO,2,"Um atendente 'dá uma olhada' no cadastro de um conhecido, sem necessidade para o atendimento. Isso é:","Art. 6º, III; Art. 46; Guia Segurança (ANPD)",Acesso indevido: fere necessidade e controle de acesso,"Normal, ele tem senha | Permitido se não contar a ninguém | Boa prática de atendimento","Acesso sem finalidade e fora da necessidade, contrário ao controle de acesso por menor privilégio — e potencial incidente (acesso não autorizado, Art. 46)."
ATENDIMENTO,2,Durante o atendimento o cliente relata uma doença. Essa informação é:,"Art. 5º, II; Art. 11","Dado sensível, sujeito ao Art. 11",Dado comum | Dado público | Dado irrelevante,"Dado pessoal sensível (saúde), sujeito às hipóteses restritas do Art. 11 — registrar só se indispensável e com base legal adequada."
ATENDIMENTO,2,Consentimento colhido por telefone é válido?,"Art. 8º, caput e § 2º","Sim, se demonstrar a vontade; o controlador deve conseguir provar","Não, só por escrito | Sim, sem necessidade de registro | Não, nunca","Sim, se fornecido por meio que demonstre a manifestação de vontade do titular (Art. 8º, caput); o ônus de provar que foi obtido conforme a lei é do controlador (§ 2º) — daí registrar."
ATENDIMENTO,1,O cliente quer 'cancelar a autorização' que deu para receber ofertas. Isso é:,"Art. 8º, § 5º; Art. 18, IX","Revogação do consentimento, gratuita e facilitada",Impossível | Pedido de portabilidade | Motivo para encerrar a conta,"Revogação do consentimento, a qualquer momento, por procedimento gratuito e facilitado."
ATENDIMENTO,2,O cliente pede para 'levar' seus dados para um concorrente. Esse direito:,"Art. 18, V","É a portabilidade, mediante requisição expressa",Não existe | Só vale para bancos | Exige ordem judicial,"É a portabilidade a outro fornecedor, mediante requisição expressa, conforme regulamentação da ANPD e observados os segredos comercial e industrial (Art. 18, V)."
ATENDIMENTO,3,"Quando o tratamento tem origem em consentimento ou contrato, o titular pode solicitar:","Art. 19, § 3º",Cópia eletrônica integral em formato reutilizável,Apenas um resumo verbal | Nada além da confirmação | Só cópia impressa,"Cópia eletrônica integral dos seus dados, em formato que permita a utilização subsequente, observados os segredos comercial e industrial (Art. 19, § 3º)."
ATENDIMENTO,3,"Após corrigir ou eliminar dados a pedido do titular, o controlador deve:","Art. 18, § 6º","Avisar os agentes com quem compartilhou, para repetirem o procedimento",Nada mais | Avisar a ANPD | Cobrar do titular,"Informar de maneira imediata aos agentes com quem realizou uso compartilhado, para que repitam o procedimento — salvo se impossível ou desproporcional (Art. 18, § 6º)."
ATENDIMENTO,1,Os direitos do titular podem ser exercidos:,"Art. 18, caput","A qualquer momento, mediante requisição",Só uma vez por ano | Só no primeiro mês do contrato | Só após reclamação no Procon,"A qualquer momento e mediante requisição ao controlador (Art. 18, caput)."
ATENDIMENTO,2,Mesmo um agente de pequeno porte dispensado de indicar encarregado deve:,"Res. CD/ANPD nº 2/2022, art. 11, § 1º",Manter um canal de comunicação com o titular,Nada | Encaminhar tudo à ANPD | Contratar um advogado,"Disponibilizar um canal de comunicação com o titular de dados, para aceitar reclamações e comunicações (Art. 41, § 2º, I)."
ATENDIMENTO,3,"A comunicação de incidente aos titulares deve informar, entre outros:","Res. CD/ANPD nº 15/2024, art. 9º","Dados afetados, riscos, medidas e um contato para informações",Só um pedido de desculpas | A lista dos outros afetados | O valor da multa,"A natureza dos dados, os riscos, as medidas, a data do conhecimento e o contato para obter informações (inclusive do encarregado, quando aplicável)."
ATENDIMENTO,2,A linguagem da comunicação de incidente ao titular deve ser:,"Res. CD/ANPD nº 15/2024, art. 9º, § 1º","Simples, direta e individualizada quando possível","Técnica e jurídica | Genérica, em nota de rodapé | Só em inglês","Simples e de fácil entendimento, de forma direta e individualizada quando for possível identificá-los."
ATENDIMENTO,3,Um agente de pequeno porte pode fornecer a confirmação/acesso em formato simplificado em até:,"Res. CD/ANPD nº 2/2022, art. 15",15 dias,"Imediatamente, sem exceção | 90 dias | Nunca","Quinze dias, contados do requerimento — flexibilização do 'imediatamente' do Art. 19, I."
ATENDIMENTO,3,Coletar dados de uma criança apenas para contatar os pais é permitido sem consentimento parental se:,"Art. 14, § 3º","Usados uma única vez, sem armazenar nem repassar",Guardados por 5 anos | Compartilhados com parceiros | Nunca é permitido,"Os dados forem usados uma única vez, sem armazenamento, e não repassados a terceiros (Art. 14, § 3º)."
ATENDIMENTO,3,O titular reclama de um tratamento feito com base em obrigação legal. Ele pode se opor?,"Art. 18, § 2º","Sim, se houver descumprimento da lei","Nunca | Sempre, sem motivo | Só com advogado","Pode opor-se a tratamento realizado com fundamento em hipótese de dispensa de consentimento em caso de descumprimento da lei (Art. 18, § 2º)."
ATENDIMENTO,2,Um cliente que exerceu seus direitos passa a ser mal atendido por 'dar trabalho'. A LGPD:,"Art. 21; Art. 6º, IX",Proíbe usar o exercício de direitos em prejuízo do titular,Permite | Não trata do tema | Recomenda,"Proíbe: os dados referentes ao exercício regular de direitos pelo titular não podem ser utilizados em seu prejuízo (Art. 21), e o tratamento não pode ser discriminatório (Art. 6º, IX)."
ATENDIMENTO,1,Entre as informações que devem estar acessíveis ao titular está o contato do controlador. Onde isso consta?,"Art. 9º, III e IV",Art. 9º — identificação e contato do controlador,Art. 52 — sanções | Art. 33 — transferência internacional | Não consta da lei,"Art. 9º: identificação do controlador (III) e informações de contato (IV), de forma clara, adequada e ostensiva."
ATENDIMENTO,1,Tratar dados para fins discriminatórios ilícitos ou abusivos viola o princípio da:,"Art. 6º, IX",Não discriminação,Livre acesso | Segurança | Qualidade dos dados,"Não discriminação: impossibilidade de realização do tratamento para fins discriminatórios ilícitos ou abusivos (Art. 6º, IX)."
JURIDICO,1,O operador deve realizar o tratamento:,Art. 39,"Segundo as instruções do controlador, que as verifica",Como julgar melhor | Conforme a ANPD determinar caso a caso | Sem qualquer instrução,"Segundo as instruções fornecidas pelo controlador, que verificará a observância das próprias instruções e das normas (Art. 39). O Guia da ANPD recomenda formalizar isso em contrato."
JURIDICO,2,"Ao contratar um fornecedor que tratará dados (operador), em que hipótese ele responde solidariamente com a empresa?","Art. 42, § 1º, I",Descumpre a lei ou as instruções lícitas do controlador,Sempre | Nunca | Só se for empresa pública,"Quando descumpre as obrigações da legislação ou não segue as instruções lícitas do controlador — equiparando-se ao controlador, salvo excludentes do Art. 43. É a única hipótese de equiparação (Guia de Agentes da ANPD)."
JURIDICO,3,Dois controladores diretamente envolvidos no tratamento que causou dano:,"Art. 42, § 1º, II",Respondem solidariamente,Só o maior responde | Nenhum responde | Só o que faturou mais,"Respondem solidariamente, salvo nos casos de exclusão do Art. 43 (Art. 42, § 1º, II)."
JURIDICO,3,Os agentes de tratamento NÃO serão responsabilizados quando provarem que:,Art. 43,"Não trataram, trataram sem violar a lei, ou houve culpa exclusiva do titular/terceiro",Têm seguro | Pediram desculpas | São pequenas empresas,Não realizaram o tratamento que lhes é atribuído; ou o realizaram sem violar a legislação; ou o dano decorre de culpa exclusiva do titular ou de terceiro (Art. 43).
JURIDICO,3,"No processo civil, o juiz pode inverter o ônus da prova a favor do titular quando:","Art. 42, § 2º","Alegação verossímil, hipossuficiência ou prova excessivamente onerosa",Sempre | Nunca | Só em ações coletivas,"A alegação for verossímil, houver hipossuficiência para produzir prova, ou a prova for excessivamente onerosa ao titular (Art. 42, § 2º)."
JURIDICO,3,Quem repara o dano ao titular tem direito de regresso contra os demais responsáveis?,"Art. 42, § 4º","Sim, na medida da participação de cada um",Não | Só contra o operador | Só contra a ANPD,"Sim, na medida de sua participação no evento danoso (Art. 42, § 4º)."
JURIDICO,2,O tratamento é considerado irregular quando:,Art. 44,Descumpre a lei ou não dá a segurança que o titular pode esperar,Apenas quando há multa | Só se houver vazamento | Só em contratos,"Deixa de observar a legislação ou não fornece a segurança que o titular pode esperar, consideradas as circunstâncias (modo, resultado e riscos esperados, técnicas disponíveis à época)."
JURIDICO,2,"Entre as garantias do Art. 33, II, para transferência internacional estão:","Art. 33, II","Cláusulas específicas, cláusulas-padrão, normas corporativas globais, selos e códigos",Apenas o consentimento | Só autorização judicial | Nenhuma; é proibida,"Cláusulas contratuais específicas, cláusulas-padrão contratuais, normas corporativas globais e selos, certificados e códigos de conduta regularmente emitidos."
JURIDICO,3,"Pela Resolução CD/ANPD nº 19/2024, toda transferência internacional exige, cumulativamente:","Res. CD/ANPD nº 19/2024, art. 9º",Base legal E um mecanismo válido do Art. 33,"Só a base legal | Só o mecanismo | Nada, se for para a matriz","Uma hipótese legal do Art. 7º ou 11 E um mecanismo válido (adequação, cláusulas-padrão, normas corporativas globais, cláusulas específicas ou as demais hipóteses do Art. 33), limitada ao mínimo necessário."
JURIDICO,3,As cláusulas-padrão contratuais da ANPD são válidas quando:,"Res. CD/ANPD nº 19/2024, art. 16","Adotadas integralmente, sem alteração do texto",Adaptadas ao negócio | Resumidas em uma página | Substituídas por NDA,"Adotadas integralmente e sem alteração do texto do Anexo II; cláusulas adicionais não podem excluir, modificar ou contrariar as padrão."
JURIDICO,3,Cláusulas contratuais ESPECÍFICAS para transferência internacional:,"Res. CD/ANPD nº 19/2024, art. 21, § 1º",São excepcionais e dependem de aprovação prévia da ANPD,São a regra geral | Dispensam a ANPD | Valem sem base legal,"Só são aprovadas quando a transferência não puder ser feita pelas cláusulas-padrão, por circunstâncias excepcionais comprovadas, e exigem aprovação prévia da ANPD."
JURIDICO,3,Normas corporativas globais destinam-se a transferências:,"Res. CD/ANPD nº 19/2024, arts. 25 a 28","Dentro do mesmo grupo econômico, com aprovação prévia da ANPD",A qualquer terceiro | Só ao Poder Público | Só a países adequados,"Entre organizações do mesmo grupo ou conglomerado, com caráter vinculante, vinculadas a programa de governança e sujeitas a aprovação prévia da ANPD."
JURIDICO,1,Qual organismo internacional foi reconhecido como adequado pela ANPD?,"Res. CD/ANPD nº 32/2026; Art. 33, I",A União Europeia e o Espaço Econômico Europeu,Os Estados Unidos | O Mercosul | Nenhum até hoje,"A União Europeia (e o EEE: Islândia, Liechtenstein e Noruega), pela Resolução nº 32/2026, exceto para segurança pública, defesa e persecução penal; reavaliação em quatro anos."
JURIDICO,3,Prazo dado pela Resolução nº 19/2024 para incorporar as cláusulas-padrão aos contratos existentes:,"Res. CD/ANPD nº 19/2024, art. 2º, parágrafo único",12 meses,30 dias | 5 anos | Não há prazo,Até 12 meses contados da publicação da Resolução (23/08/2024).
JURIDICO,1,A indicação do encarregado deve ser feita:,"Res. CD/ANPD nº 18/2024, art. 3º","Por ato formal escrito, datado e assinado",Verbalmente | Por registro obrigatório na ANPD | Por e-mail ao Procon,"Por ato formal do agente de tratamento — documento escrito, datado e assinado — com as formas de atuação e atividades, apresentado à ANPD quando solicitado. Não precisa ser comunicado à ANPD."
JURIDICO,2,Nas ausências e impedimentos do encarregado:,"Res. CD/ANPD nº 18/2024, art. 4º",Atua um substituto formalmente designado,A função fica vaga | A ANPD indica alguém | Qualquer gerente assume,A função será exercida por substituto formalmente designado.
JURIDICO,3,A indicação de encarregado pelo OPERADOR é:,"Res. CD/ANPD nº 18/2024, art. 6º","Facultativa, como boa prática",Obrigatória com multa | Proibida | Obrigatória só para nuvem,"Facultativa, considerada política de boas práticas de governança (Art. 52, § 1º, IX)."
JURIDICO,3,"Perante a ANPD, o responsável pela conformidade do tratamento é:","Res. CD/ANPD nº 18/2024, arts. 11 e 17","O agente de tratamento, não o encarregado","O encarregado, pessoalmente | O advogado da empresa | O titular",O agente de tratamento — o desempenho das atribuições não confere ao encarregado a responsabilidade pela conformidade (art. 17).
JURIDICO,2,"Divulgar no site apenas um e-mail 'encarregado@empresa.com.br', sem nome, atende à lei?","Res. CD/ANPD nº 18/2024, art. 9º; Guia Atuação do Encarregado (ANPD, 2024)",Não: falta a identificação (nome completo),"Sim, basta o e-mail | Sim, se houver telefone | Não é preciso divulgar nada","Não: é informação de contato, mas não identifica o encarregado — exige-se o nome completo (pessoa natural) ou o nome empresarial mais o nome da pessoa natural responsável (pessoa jurídica)."
JURIDICO,3,"Há controladoria conjunta, pelo Guia da ANPD, quando:","Guia Orientativo Agentes de Tratamento (ANPD, v2.0, 2022)","Controladores decidem juntos finalidades e elementos essenciais, com acordo de responsabilidades","Duas empresas usam o mesmo software | Há um operador comum | Os dados são os mesmos, com objetivos distintos","Dois ou mais controladores determinam em conjunto, de forma comum ou convergente, as finalidades e os elementos essenciais do tratamento, por acordo que estabeleça as responsabilidades."
JURIDICO,2,O elemento que distingue controlador de operador é:,"Guia Orientativo Agentes de Tratamento (ANPD, v2.0, 2022)",O poder de decisão sobre finalidades e elementos essenciais,O tamanho da empresa | Quem tem mais funcionários | Quem assinou o contrato primeiro,O poder de decisão: o operador só pode agir no limite das finalidades determinadas pelo controlador; a finalidade é sempre estabelecida pelo controlador.
JURIDICO,3,Contrato com terceirizado exige 'ciência ao controlador' quando o operador:,"Guia Orientativo Agentes de Tratamento (ANPD, v2.0, 2022)",Contrata um suboperador,Muda de endereço | Troca de contador | Faz backup,"Contrata um suboperador — o Guia lista entre as obrigações do operador dar ciência ao controlador em caso de contrato com suboperador, e recomenda autorização formal."
JURIDICO,2,A ANPD pode exigir o RIPD do controlador quando:,"Art. 38; Art. 10, § 3º","Determinar, inclusive em tratamentos por legítimo interesse",Nunca | Só após multa | Só para órgãos públicos,"A qualquer tempo, nos termos de regulamento — inclusive quando o tratamento se fundar no legítimo interesse (Art. 10, § 3º). O relatório descreve dados, metodologia, segurança e mitigação de riscos."
JURIDICO,3,"As sanções de suspensão do banco de dados, suspensão da atividade e proibição só podem ser aplicadas:","Art. 52, § 6º, I",Depois de outra sanção no mesmo caso concreto,Como primeira sanção | Só por decisão judicial | Nunca,"Após já ter sido imposta ao menos uma das sanções de multa simples, multa diária, publicização, bloqueio ou eliminação, para o mesmo caso concreto."
JURIDICO,3,"Pela dosimetria da ANPD, 'reincidência específica' é repetir infração ao mesmo dispositivo no período de:","Res. CD/ANPD nº 4/2023, art. 2º",5 anos,1 ano | 10 anos | Sem limite de tempo,"Cinco anos, contados do trânsito em julgado do processo administrativo sancionador; a genérica é qualquer infração no mesmo período."
JURIDICO,3,"Tratar dados 'sem amparo em uma das hipóteses legais' torna a infração, pela Resolução nº 4/2023:","Res. CD/ANPD nº 4/2023, art. 8º",Grave,Leve | Irrelevante | Isenta de sanção,"Grave — quando, além de poder afetar significativamente direitos, ocorre sem hipótese legal, com dados sensíveis ou de crianças, em larga escala, com vantagem econômica, entre outras."
JURIDICO,2,A advertência é a sanção cabível quando:,"Res. CD/ANPD nº 4/2023, art. 9º",Infração leve ou média sem reincidência específica,"Sempre, na primeira vez | Só para pequenas empresas | Nunca","A infração for leve ou média e não caracterizar reincidência específica, ou quando houver necessidade de medidas corretivas."
JURIDICO,2,"Um programa de governança em privacidade (Art. 50, § 2º) deve, entre outros pontos:","Art. 50, § 2º, I",Contar com plano de resposta a incidentes e avaliação de riscos,Ser apenas um documento assinado | Substituir o encarregado | Dispensar o ROPA,"Contar com planos de resposta a incidentes e remediação, políticas baseadas em avaliação de riscos, mecanismos de supervisão e atualização constante."
JURIDICO,3,Vazamentos individuais ou acessos não autorizados podem ser objeto de:,"Art. 52, § 7º",Conciliação direta entre controlador e titular,Apenas processo criminal | Nada | Só multa automática,"Conciliação direta entre controlador e titular; sem acordo, o controlador fica sujeito às penalidades do Art. 52."
JURIDICO,3,Dados pessoais de acesso público (ex.: diário oficial) podem ser tratados considerando:,"Art. 7º, § 3º","Finalidade, boa-fé e interesse público da disponibilização","Nada, são livres | Só com consentimento | Só pelo Poder Público","A finalidade, a boa-fé e o interesse público que justificaram sua disponibilização (Art. 7º, § 3º)."
JURIDICO,2,Violações de direitos do titular em relações de consumo:,Art. 45,Seguem também as regras do direito do consumidor,Ficam isentas | Só a LGPD se aplica | Só o CDC se aplica,"Permanecem sujeitas às regras de responsabilidade da legislação pertinente (CDC), além da LGPD (Art. 45)."
JURIDICO,1,A aplicação das sanções da LGPD compete:,Art. 55-K,Exclusivamente à ANPD,A qualquer órgão de fiscalização | Ao Procon | Ao Banco Central,"Exclusivamente à ANPD, cujas competências prevalecem, quanto à proteção de dados, sobre as de outros órgãos."
JURIDICO,2,Os regulamentos e normas da ANPD devem ser precedidos de:,"Art. 55-J, § 2º",Consulta e audiência públicas e análise de impacto regulatório,Nada | Aprovação do Senado em cada caso | Referendo,"Consulta e audiência públicas e análises de impacto regulatório (Art. 55-J, § 2º)."
